lambda,QPA_2
0.0,1.0
0.0526315789473684,0.9827148148148143
0.1052631578947368,0.9606370370370375
0.1578947368421052,0.9349925925925927
0.2105263157894736,0.9064592592592596
0.2631578947368421,0.8765592592592596
0.3157894736842105,0.840314814814816
0.3684210526315789,0.8040999999999999
0.4210526315789473,0.7603148148148117
0.4736842105263157,0.7217370370370322
0.5263157894736842,0.6771222222222167
0.5789473684210527,0.6309518518518458
0.631578947368421,0.5826703703703652
0.6842105263157894,0.5359518518518489
0.7368421052631579,0.48956666666666654
0.7894736842105263,0.43873703703704076
0.8421052631578947,0.3932740740740797
0.894736842105263,0.3433444444444486
0.9473684210526316,0.29363333333333524
1.0,0.25175185185185106
